movie_id,story
124901,"Based on true events, five friends who fall prey to the evil entities of the Ouija board. As they set about filming their experimental session, what starts out as bit of fun, soon escalates into a terrifying series of events as paranoia and personal demons are revealed\xe2\x80\xa6. and recorded."
59369,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle."
59376,"Liam Case is a garbage man whose life hasn\'t quite turned out the way he expected it would. In order to impress the girl of his dreams, Liam plans an elaborate heist that will culminate with him jumping in to save the day at the last minute. When the day of the heist arrives, however, the plan takes an unexpected turn and Liam winds up in the hospital."
190451,"Charming little story about a local town\'s doctor - but he is hiding a secret.  He will have to come face to face with this truth, despite being great at his job... he will be forced to explain his actions and take responsibility."
59382,"The first part in a new series of films produced by Mus\xc3\xa9e d\'Orsay, \'Flight of the Red Balloon\' tells the story of a French family as seen through the eyes of a Chinese student. The film was shot in August and September 2006 on location in Paris. This is Hou Hsiao-Hsien\'s first Western film. It is based on the classic French short The Red Balloon directed by Albert Lamorisse."
124921,"Two young orphan siblings travel to Moscow in search of their missing father. Scared of being separated and sent to orphanages, they hope to reunite with the last link of their shattered family."
59387,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances."
124923,"The amazing story of Daniel, a dolphin who abandons the safety of his pod to explore the ocean and discover the true purpose of his life."
124927,"In an attic full of discarded junk, a pretty doll called Buttercup lives in an old trunk together with her friends, the marionette Prince Charming, lazy Teddy Bear and the plasticine creature Schubert. When Buttercup is snatched and taken off to the Land of Evil, her pals set out to rescue her."
190467,"After ending his long-term relationship, Antonio is sure that he can quickly get over Sofia. But nothing is as simple as it seems. And realizing the impossibility of controlling his own feelings, he begins to boycott them, using all sorts of contemporary palliative measures to free himself from the memories of his ex: cognitive psychoanalysis, prescription drugs, Tinder, among others. Ergo, Antonio will go through several tragicomic situations."
59399,"Danny is a blind man who does not let his impairment get in the way of living his life to the fullest, except when it comes to love. Danny\'s brother sets him up on a series of blind dates, but all of them go disastrously wrong. Just when Danny is about to give up, he meets Leeza, a nurse who works for Danny\'s doctor. There is just one catch: Leeza, who is from India, is promised to another man."
59404,A mild-mannered bank executive (Aaron Eckhart) mentors a teenage con artist and tries to make a career change as a doughnut merchant.
190487,"Napalm is the story of the breathtaking and brief encounter, in 1958, between a French member of the first Western European delegation officially invited to North Korea after the devastating Korean war and a nurse working for the Korean Red Cross hospital, in Pyongyang, capital of the Democratic People\xe2\x80\x99s Republic of Korea."
59418,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s."
190491,The story of a young couple who live in a small town with their four-year-old daughter. The husband is so caught up in his work as a policeman that he gradually becomes increasingly alienated from his wife and daughter who become ever closer to one another as they discover the new town. It is only a matter of time before the conflicts within the family manifest themselves.
124955,"A long time ago Tom loved Lovely. They were married and everything was perfect, at least for a little while. But that was then and this is now. Lovely has just killed a man in cold blood after he tried to drug and kidnap her in a motel. She calls Tom to help but now they\'ve found a VHS tape that depicts a satanic ritual in which a woman is murdered. Lovely desperately wants to leave and they do, but Tom forgot his engraved lighter in the room, and when they go back to find it, the dead body appears missing."
59421,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money."
124957,"A university student finds himself wrapped up in the bizarre world of his next door neighbor, learning about his history and relationship with a girl who changed his life."
190493,"Sean King moves his successful internet start-up back to L.A. to find a life he left behind. When the conversation with his brother and best friends, Ryan, Angela, and Anthony leads to remembering your \xe2\x80\x98first time\xe2\x80\x99, Angela suggests that the guys revisit the women they lost their virginity, saying they may have a different version of that historic night. A re-booty call! What could possibly go wrong?"
190495,A pair of Tactical Units Police Officers from different walks of life come together to rescue an ambassador\'s daughter.
190497,"Tired of the routine, the President decides to go on vacation in splendid isolation to rest in the Crimea, and at the same time freely communicate with the people. Realizing that it would be difficult to remain incognito and escape from caring colleagues, he resorted to make-up services. But his new appearance exactly coincides with the appearance of Valery from N-sk, who is hiding from the collectors on a voucher for his mother in the Crimean sanatorium ..."
59426,"A psychological drama about Ulrich, a workaholic whose life takes a drastic turn when he is involved in a fatal accident. As his guilt grows, his life slowly crumbles around him. Next, an unpleasant event from his past rears its unforgiving head."
124963,"A pair of high school rappers have two major goals - make music and get hot girls. The best way to get both is to throw the biggest and best house party ever! The night of the party, one of the boys is grounded by his parents, so it\'s up to his best friend to break him out of his house confinement and get the party started."
190499,"Katya, a young girl from a good family, a student of philology is awarded a grant to study archives in Paris but instead of heading to Paris she travels to the Arab Emirates to start international modeling career\xe2\x80\xa6"
190505,"Margarita Mamun, an elite Russian rhythmic gymnast, is struggling to become an Olympic champion. It is the most important year of her career and her last chance to achieve the ultimate goal, the gold Olympic medal. The film creates a captivating portrait of a young woman who is desperately trying to handle her own ambitions and meet the expectations of the official Russian training system."
190507,Halla declares a one-woman-war on the local aluminium industry. She is prepared to risk everything to protect the pristine Icelandic Highlands she loves\xe2\x80\xa6 Until an orphan unexpectedly enters her life.
59435,"Hudson Milbank is a successful Hollywood screenwriter who suddenly and strangely finds himself without any emotional feelings. He tries doctor after doctor and shrink after shrink, but nothing works. The Golf Channel, lesbian exercise classes and a dizzying variety of pills get him through the day, but don\'t quite solve his problem. His writing partner tries everything to get him back to normal, but it\'s not until Hudson meets Sara that he finds a real motivation to get better and to actually start feeling again. From the writer of Deuce Bigalow, comes NUMB, a romantic comedy following an unusual man looking for strange love."
190509,"South Korea, 1993. An agent of the National Intelligence Service is sent to Beijing with the assignment of infiltrating a group of North Korean officials with the ultimate goal of obtaining information about the North Korean nuclear program."
190511,Alex Trebek hosts a documentary about television game shows featuring interviews with a number of game show hosts and producers.
59440,"An international soccer star is on his way to sign a multimillion dollar contract when something happens that brings his career to an abrupt end. A beautiful waitress, struggling to make it in New York City, discovers something about herself that she\'s unprepared for. In one irreversible moment, their lives are turned upside down."
124975,"A group of young girls are brought up in a college within dark forests and gloomy lakes. Young Hidalla and her friends Irene, Vera, Blanka, Melusine and Rain are brought up in an isolated world: the girls don\'t know anything about live outside the college\'s high walls. At the age of 16, some of them start asking questions about their origins, their parents and the true purposes of the Headmistresses strict rules. When two of them disappear mysteriously, the initial fairytale atmosphere grows more and more eerie..."
124983,"Impy\'s Island (German: Urmel aus dem Eis) is a 2006 German computer-animated feature film based on the children\'s novel Urmal from the Ice Age by Max Kruse. On a magical tropical island, a fun-loving group of misfit animals and people make a marvelous discovery.... a baby dinosaur frozen since prehistoric times! Little Impy, as the call him, is loving his new family and ready to explore the strange new world. but when a king from a faraway country vows to capture the love able baby dino for his private collection, all the inhabitants of Impy\'s island must join together to save their new friend."
190519,"Born to a poor farming family in Brittany, B\xc3\xa9cassine finds work as a nanny with the Marquise de Grand-Air who has recently adopted a lovely baby named Loulotte. A strong bond develops between Becassine and Loulotte, and life is sweet, until the Grand-Airs are threatened with financial ruin\xe2\x80\xa6 Can B\xc3\xa9cassine save the day? Na\xc3\xafve, funny, dreamy, optimistic, loving, B\xc3\xa9cassine is also inventive, courageous and always ready to handle any situation in her own unique way \xe2\x80\x93 a superheroine like no other. C\xc3\xa9sar-winner Bruno Podalyd\xc3\xa8s returns with a family movie adapted from the beloved French comic book B\xc3\xa9cassine."
190525,"Masato is a young ramen chef in Japan. After the sudden death of his emotionally distant father, returns to his birthplace, Singapore."
124991,"During a remake of the play Tristan and Isolde, actors Peter and Ana fall in love. While the characters live an idealized love, the interpreters are living a true story, which they try to spice it up with the intensity of the fiction."
124993,"It is a significant day for 80 year old Antonio. After an absence of many years, his estranged son is coming to visit. All must be perfect. There will be a toast with a very special champagne an embrace; warm words that may finally bridge the gap between them-- But before, Antonio must wait. Bedridden, he looks out his window at the Patagonian landscape and sees light and life, the past and the pr"
190529,"An unfiltered look in to the lives of 3 characters surviving amongst the most recent cycle of conflict in the Democratic Republic of Congo, otherwise known as the M23 rebellion."
190537,"Two High School guys assist their friend, Bob Zula, In obtaining his much needed closure from his newly ex-girlfriend Jamie. Bob quickly makes the transition from a passive, timid young man, and enters an immediate state of regression from the ""answers"" Jamie gives him. Did I mention that this all takes place in the front yard of Jamie\'s house?"
190543,"With their Mother dying of cancer, intent on changing her will to benefit her new husband before she dies, two brothers go to extreme and deadly lengths to protect their inheritance from being signed away before it\xe2\x80\x99s too late."
190547,"Ethan is a young, shy and rather reserved designer who has suffered from insomnia for many years due to his terrible nightmares. Believing he has a personality disorder he decides to see a therapist to solve his problem, but it will be thanks to the help of his best friend and a medium that he will face a long journey, a journey that will lead him to discover that his nightmares hide a shocking truth, something darker and more sinister than he ever imagined."
59478,"In the wake of World War II, most Germans have been raised with the mistaken belief that the Holocaust had been planned and executed by just a tiny minority of Nazis, namely, the Gestapo and the SS. The sad truth, however, is that Hitler\'s philosophy of ethnic cleansing, as the Fuhrer so brazenly espoused in his frightening manifesto, ""Mein Kampf,"" had been enthusiastically embraced not only by the entire military but also by most of the civilian population.  The long-suppressed proof of their widespread collaboration and participation was unveiled in The Wehrmacht Exhibition, a damning collection of photographs and film footage that toured Deutschland between 1999 and 2004. The show shook the country to its core because it forced folks to face up to the fact that it took much more than a madman and his henchmen to wipe out six million."
190551,"Collin must make it through his final three days of probation for a chance at a new beginning. He and his troublemaking childhood best friend, Miles, work as movers, and when Collin witnesses a police shooting, the two men\xe2\x80\x99s friendship is tested as they grapple with identity and their changed realities in the rapidly-gentrifying neighborhood they grew up in."
190553,"A group of journalists covering George Bush\'s planned invasion of Iraq in 2003 are skeptical of the presidents claim that Saddam Hussein has ""weapons of mass destruction."""
190555,"After David Kim\'s 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter\'s laptop."
125019,A U.S. soldier returning home from war struggles to reconcile his experiences abroad with the life and family he left in Texas.
59485,Documentary about Tommy Chong\'s federal prosecution under the Bush administration for selling bongs over the Internet.
190559,Two young gay soccer players get caught up between the politics of the game and the politics of love.
190565,"Chris & Don: A Love Story is a 2007 documentary film that chronicles the lifelong relationship between author Christopher Isherwood and his much younger lover, artist Don Bachardy. Chris & Don combines present-day interviews, archival footage shot by the couple from the 1950s, excerpts from Isherwood\'s diaries, and playful animations to recount their romance. It was directed by Guido Santi and Tina Mascara, and was the centerpiece film at NewFest, the New York LGBTQ Film Festival, in 2008."
190569,"Andreas and Martin share all the ups and downs of everyday life, and their son is maturing. A cautious approach to the traces of a long relationship. The love story of two people. Not about how they come together, not a phase they go through, but all of their shared experiences: all the years between the first kiss and today."
59501,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir."
125045,During the summer of 1968 a teenage boy goes to work for a matchmaker who has survived the Holocaust - both their lives are forever altered.
125051,"At the heart of this true story is Damien Oliver, a young jockey who loses his only brother in a tragic racing accident, hauntingly reflecting of the way their father died 27 years earlier. After suffering through a series of discouraging defeats, Damien teams with Irish trainer Dermot Weld, and triumphs at the 2002 Melbourne Cup in one of the most thrilling finales in sporting history."
59519,"Two competitive friends, fueled by literary aspirations and youthful exuberance, endure the pangs of love, depression and burgeoning careers."
190593,"Anna Hallgrimsdottir, a poetess, dish washer and marijuana dealer in her late thirties, lives in Reykjavik with her two sons, Krummi and Ulfur. Anna is tired of her lifestyle and the coldness of Iceland and wishes to show her sons more of the world. Finally she decides to do something about it, move on, and somewhat change her lifestyle. The first step in her revival is to sell her business which consists of her mobile telephone which includes her big list of clients.  The sale is an unusual one and the potential buyer promises her the asking price within 48 hours. During those 48 hours Anna gets into all kinds of \xe2\x80\x9cIcelandic familial adventures\xe2\x80\x9d as her kitchen fills up with customers/friends, partying, while waiting for her to come Back Soon."
190595,A Muslim fundamentalist in New York kidnaps a liberal Muslim scholar with intent to kill. A closeted lesbian in New Delhi kidnaps her activist bisexual lover with intent to marry. The resulting torture and violence evokes a brutal struggle of identities against unfreedom.
125071,"Abby Collins\'s quiet life as a wife and mother shows no trace of her past work as a military special-ops expert -- until the day her husband is kidnapped. With no alternative, Abby must resort to her long-dormant lethal skills to save her spouse."
190609,"Year 1993, the bleakest time of war in Bosnia and Herzegovina. A group of actors from Belgrade, utterly unaware of what they\'re setting themselves up for, embark on a search for quick earnings - on a ""tour"" around the Serbian Krajina. However, there they are thrust into the heart of war and begin to wander from war front to war front, from one army to the next."
190611,Two guys serendipitously meet at a time when they both find themselves at personal crossroads and decide to embark on an unplanned road trip across the American Southwest.
125077,"Force Majeure (French) (pronounced: fors mah-ZHur), ""superior force"", ""chance occurrence, unavoidable accident"": 2 years and 27 countries, Force Majeure Live was filmed during Eddie\'s mammoth 2013/2014 tour and takes you on a truly hilarious journey, offering a rare glimpse in to the mind of the master of surrealism."
190613,"The story of the Commodore PET, VIC-20, C64 and Amiga from engineers, games developers and how Commodore influenced the first 8-bit generation users."
190615,A young Mohawk woman and her two lovers battle a squad of American soldiers hell-bent on revenge.
59547,"A passionate and innovative teacher leaves his small hometown to teach in one of Harlem\'s toughest schools. But to break through to this students, Ron Clark must use unconventional methods, including his ground-breaking classroom rules, to drive them toward their potential."
190619,A young mad genius attempts to \'hack the human mind\' in order to fix humanity.
59549,"Forced to give up his dreams of art school, Zach works dead-end jobs to support his sister and her son. Questioning his life, he paints, surfs and hangs out with his best friend, Gabe. When Gabe\'s older brother returns home for the summer, Zach suddenly finds himself drawn into a relationship he didn\'t expect."
190621,An ex-soldier ventures into the Pacific Northwest to uncover the truth behind his fiance\'s disappearance.
125085,"Taylor, a former juvenile delinquent, convinces straight-\'A\' student, Cammi to join her and her friends on a Spring Break road trip through the California desert. Ignoring evil premonitions from Cammi, the 8 friends party heavily as they get farther and farther away from civilization along old Route 66 with a killer in pursuit. Anxiety builds as each stop along the way proves stranger and stranger until the group is lured to an abandoned amusement park with a mysterious past far off the main highway. There the group discovers that the park comes complete with broken down vintage carnival rides, shocking surprises, the smell of death, and an enticing, young tattooed serial killer named Spider."
190623,A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can\'t be forced.
190625,"An engaged couple is forced to visit Palm Springs for a weekend to celebrate her parents\xe2\x80\x99 25th wedding vow renewal and discover the apparent secret to their happy marriage \xe2\x80\x94 threesomes. Determined to properly celebrate their own \xe2\x80\x9cre-engagement,\xe2\x80\x9d they set out on a wild night in search of a threesome of their own but the experience takes an intense turn, exposing deeper relationship problems and threatening their future together."
125087,"The life of 20-year-old Nico from upper class Zurich is all party, sex and drugs when she meets Paco, the front man of a rap band. She finds herself drawn to his independent, creative and profound way of life, so different from her own. With naivet\xc3\xa9 and infinite self-confidence, she tries to adopt his lifestyle - without anticipating the consequences."
190627,"For the first time in over a century, Yeti legends and personal accounts have become the subject of scientific studies. Does the Yeti really exist? Fascinating and thorough, our film sets out to meet the teams involved in this strange race across the world, featuring laboratories, hair analysis, footprints and DNA as well as the search for samples in Indonesia and in Canadian nature reserves."
190629,"A gunslinger, a vengeful ex-slave, and a runaway board a midnight train to Atlanta. They discover that the train is haunted by a sinister force, and must fight to survive the night."
190631,"""Finding Joseph I"" is a feature documentary chronicling the eccentric life and struggles of punk rock reggae singer, Paul ""HR"" Hudson, a.k.a. Joseph I, the legendary lead singer from Bad Brains."
190633,"This utterly enjoyable and globe-spanning jaunt follows Canadian actor and comedian Jay Baruchel (Knocked Up, How to Train Your Dragon) on an epic road trip through Canada, Ireland and Scotland with his new friend, well-known Irish soccer journalist Eoin O\xe2\x80\x99Callaghan. It\xe2\x80\x99s a story that stretches over 200 years of colorful history and that takes the duo eastward from Montreal to Westport, Ireland\xe2\x80\x94where Jay\xe2\x80\x99s ancestors set sail for Canada, like so many others\xe2\x80\x94and finally Glasgow, where Jay will fulfill a lifelong dream: to watch a match at Celtic Park, one of the wildest and most hallowed grounds in world football."
190635,"Both entertaining and educational, \xe2\x80\x9cHow Not to Make a Movie\xe2\x80\x9d chronicles how the Red Letter Media guys all met and started making movies together, which lead to the disastrous production of the 2003 feature film collaboration Gorilla Interrupted. \xe2\x80\x9cHow Not to Make a Movie\xe2\x80\x9d also shows the restoration process of remastering this ancient schlock no budget flop."
125107,In 1945 a group of victorious American officers discover a stash of German jewels and try to fence them in New York.
190647,"An American Agent from 1938 travels through time to hamstring Hitler! Transported to the year 2018, he hoodwinks hoodlums, infuriates the Fuhrer,  and goes gaga for a gal 80 years his junior!"
190651,"When Baldwin and Inga\'s next door neighbours complain that a tree in their backyard casts a shadow over their sundeck, what starts off as a typical spat between neighbours in the suburbs unexpectedly and violently spirals out of control."
190657,"A cool-headed crusader for the struggling engineers, Raghuvaran faces the powerful and arrogant owner of a construction company Vasundhara Parameswaran, as they engage in a battle to win the corporate game."
59590,"Documents the true story of the final weeks of rehearsal for the Young at Heart Chorus in Northampton, MA and many of whom must overcome health adversities to participate. Their music going against the stereotype of their age group. Although they have toured Europe and sang for royalty, this account focuses on preparing new songs for a concert in their home town."
59594,"War Inc. is set in the future, when the fictional desert country of Turaqistan is torn by a riot after a private corporation, Tamerlane, owned by the former Vice President of the United States, has taken over the whole country. Brand Hauser, a hit man who suppresses his emotions by gobbling down hot sauce, is hired by the corporation\'s head to kill the CEO of their competitors."
125133,"A group of women contracted a strange fever and a former sheriff is responsible for taking them to the hospital in the nearest town, but in their way they will encounter a gang of murderers. His only hope is a woman whose beauty is matched only by his skill with weapons."
125135,"This story picks up a generation after the famous race between the Hare and the Tortoise. This time it\'s their kids\' turn to compete, and they\'re about to escalate their family rivalry to ridiculous new levels."
59602,"Sari is a young, beautiful and intelligent girl who is busy studying at university,but she suffers from epilepsy and has to face death on a daily basis. Mikko is hersomewhat older university teacher, who is tired of life, and who one day decides toabandon his wife, children and idea of a perfect life. Both characters have been tooscared to live their lives to the brim for too long. But they meet, and in spite oftheir prejudices and reserved natures, they manage to create a dramatic and movingmodern romance which confronts numerous taboos. While the imagery explores theboundary between life and death in a most poetic way, the odd couple\'s romance istold with both bite and humour. Society - be it in the shape of angry ex-wives,overprotective parents, conservative aunts or embittered colleagues - is doing whatit can to put a spanner in the works."""
125139,A young designer falls under a man\'s erotic spell and is drawn into a world of sexual abandon from which she may never return.
59604,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth\'s depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever."
125141,"On the surface, Kate and Jack, late 20\'s, are happy. But like everyone, they carry secrets that neither of them is prepared to reveal. After their wedding, they wake from a deep, dark sleep, each alone in a sealed room with no doors or windows, just a projection screen and a monitor with two buttons: one for \xe2\x80\x9cyes\xe2\x80\x9d, one for \xe2\x80\x9cno\xe2\x80\x9d. As the horror of their situation unfolds, surveillance films showing their life together, appear on the screen as the monitor asks questions, each more strange and terrifying that the last. It soon becomes apparent that a bizarre test of their relationship is underway, and the secrets revealed lead them deeper and deeper into what could not just destroy their love, but threaten their very lives\xe2\x80\xa6"
59607,"King Corn is a fun and crusading journey into the digestive tract of our fast food nation where one ultra-industrial, pesticide-laden, heavily-subsidized commodity dominates the food pyramid from top to bottom \xe2\x80\x93 corn. Fueled by curiosity and a dash of naivet\xc3\xa9, two college buddies return to their ancestral home of Greene, Iowa to figure out how a modest kernel conquered America. With the help of some real farmers, oodles of fertilizer and government aide, and some genetically modified seeds, the friends manage to grow one acre of corn. Along the way, they unlock the hilarious absurdities and scary but hidden truths about America\xe2\x80\x99s modern food system in this engrossing and eye-opening documentary."
59615,"Set during the Cold War, the Soviets \xe2\x80\x93 led by sword-wielding Irina Spalko \xe2\x80\x93 are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend \xe2\x80\x93 and Indy\'s colleague \xe2\x80\x93 Professor Oxley has been captured for his knowledge of the skull\'s whereabouts."
125155,"Subversive humor and childlike wonder based on both Reubens\' original stage show, ""The Pee-wee Herman Show,"" and the Emmy-winning Saturday morning TV show, ""Pee-wee\'s Playhouse."""
59621,"Caught in the middle of a bank robbery, a slacker and a bank employee become the ones who arbitrate the intense situation."
59625,"This film is a smart, rueful and dead-on portrait of life\'s unending quest to fit in; and the girl who solves it by completely breaking out - introduces a feisty outsider hero unlike any other seen on screen. Esther Blueburger\'s quest begins when she escapes from her Bat Mitzvah party and is befriended by Sunni.., the effortlessly cool girl who is everything Esther thinks she wants to be. With the help of Sunni, Esther goes away from her ordinary life and leaves behind her malfunctioning Jewish family to hang out with Sunni\'s far breezier and super-hip single mom Mary and attend Sunni\'s forbidden public school as a Swedish exchange student."
190705,"One of the most important artists of our era, Ryuichi Sakamoto has had a prolific career spanning over four decades, from techno-pop stardom to Oscarwinning film composer. The evolution of his music has coincided with his life journeys. Following Fukushima, Sakamoto became an iconic figure in Japan\xe2\x80\x99s social movement against nuclear power. As Sakamoto returns to music following cancer, his haunting awareness of life crises leads to a resounding new masterpiece. RYUICHI SAKAMOTO: CODA is an intimate portrait of both the artist and the man."
190707,"A.E.K., the well-known Greek basketball team founded in 1924 by refugees from Constantinople, after 44 years, beats SLAVIA of Prague and wins the European Cup."
125173,"Tom Sawyer has a head full of pranks and drives when he invents is not just a new adventure, preferably around with his best buddy Huck Finn - much to the chagrin of his Aunt Polly with Tom and his half-brother Sid in the town of St. Petersburg on the Mississippi river."
125183,"Venus and Serena takes an honest and unfiltered look into the remarkable lives of sisters and tennis legends Serena and Venus Williams. Through the prism of one year in their lives, the film tells the untold story of how these two great stars came to be and how they struggle to stay on top."
125187,Set in post hurricane New Orleans. A brutal Mexican drug lord (Armando LeDuc) busts out of jail to retrieve the $15 million that his girlfriend is hiding.  But detective Raymond (Kris Kristofferson) and McCoy (Sheldon Robbins) will try their best to put him back to where he belongs.
59655,"An intimate portrait of poet, painter, musician and singer Patti Smith that mirrors the essence of the artist herself."
125197,"Longtime best friends Bebe and DeeDee are both wrestling with love. Bebe has met someone new and is in the exuberant phase of a budding romance. DeeDee is trying to move on from someone she can\xe2\x80\x99t forget \xe2\x80\x93 mostly in destructive ways. As Bebe waits for the perpetually late DeeDee at their favorite coffee shop, she meets Clementine, a distraught young woman with love problems of her own. With Clementine in tow, Bebe and DeeDee soon embark on the kind of outrageous misadventure that only New York City can offer."
125199,"Weapons presents a series of brutal, seemingly random youth-related killings over the course of a weekend in a typical small town in America, and tragically reveals how they are all interrelated."
190737,"An orphan boy of mixed race finds family with the newly arrived white village doctor in Hawaii. The boy can run like the wind, and begins bringing Doc\'s medicine to coffee pickers throughout the mountainous region. On an errand, the medicine runner meets the daughter of the plantation owner and a forbidden, young love blossoms like the white ""Kona Snow"" of the surrounding coffee trees."
190739,"A college student, who sees a UFO, uses his exceptional math skills to investigate the sighting with his friends while the FBI follows closely behind."
59667,A feisty young woman returns to Glasgow to run her deceased father\'s curry house.
190741,"Summer is usually a time for fun and games, but some teens get much more danger than they bargained for after beginning to suspect their neighbor is a serial murderer."
59669,"Filmmaker Ralph Arlyck first met Sean while living as a graduate student in Haight Ashbury at the height of the 1960s.  The city was awash with the trappings of America\xe2\x80\x99s cultural revolution-the San Francisco State University campus flooded with cops in riot gear, the Haight filled with drifters and idealists, and, on the third floor of Arlyck\xe2\x80\x99s building, a come-one-come-all crashpad apartment. It was from this top floor commune that the precocious 4-year-old Sean would occasionally wander downstairs to visit and talk-and one day Arlyck turned on his camera.  Sean\xe2\x80\x99s casual commentary on everything from smoking pot to living with speed freaks was delivered in simple sincerity throughout the soon-to-be famous 15-minute film. This First Child of the notorious decade may have shaken the audience with his simple sentence- \xe2\x80\x9cSure, I smoke pot\xe2\x80\x9d-but it was his barefoot impishness which would encapsulate the hope that lay in front of the nation: a promise of infinite possibility."
190743,"Lisa Conroy is general manager at a highway-side \'sports bar with curves\', Double Whammies. She nurtures and protects her employees fiercely - but over the course of one trying day, her optimism is battered from every direction... Double Whammies sells a big, weird American fantasy, but what happens when reality pokes a bunch of holes in it?"
190745,"Two college grads return to their hometown, where a hypothetical question -- whose dad would win in a fight? -- leads to mass mayhem."
190749,"Madeline has become an integral part of a prestigious physical theater troupe. When the workshop\'s ambitious director pushes the teenager to weave her rich interior world and troubled history with her mother into their collective art, the lines between performance and reality begin to blur. The resulting battle between imagination and appropriation rips out of the rehearsal space and through all three women\'s lives."
190751,"Follows a litter of puppies from the moment they\'re born and begin their quest to become Guide Dogs for the Blind, the ultimate canine career. Cameras follow these pups through a two-year odyssey as they train to become dogs whose ultimate responsibility is to protect their blind partners from harm."
190753,"Elizabeth is a charming anchorwoman who seeks advice from her dog\'s therapist. Tara is a spunky barista who dreams of a life beyond the coffee shop. Daisy is a dog walker who\'s enamored with a client. Garrett pines for a woman while trying to keep his adopt-a-dog business afloat. The beloved canines in their lives soon start to influence their careers, friendships and romantic relationships in funny and unexpected ways."
190755,"In a dusty post-war summer in rural Warwickshire, a doctor is called to a patient at lonely Hundreds Hall. Home to the Ayres family for over two centuries, the Georgian house is now in decline. But are the Ayreses haunted by something more sinister than a dying way of life?"
59684,An unflinching look at the how the battle over abortion rights has played out in the United States over the last 15 years.
190757,"When a short-tempered mobster and his gang of thugs try to shake down a neighborhood bar, they\'re soon confronted with the wrath of its owner - a mysterious southern mother with a dangerous past."
190759,"A small group of town residents have to band together after a devastating ground invasion. As they struggle to survive, they realize they must stay one step ahead of their attackers, and work together for a chance to strike back."
190761,"A real estate baron Kehri Singh manages \'Preet Real Estate\' which he runs in his daughter\'s name whom he consider\'s to be his lucky mascot. A sidelined and insulted Nikki Singh is ignored by his father and is considered to be insolent, useless and unlucky. In order to pay off a huge debt to a local criminal, Nikki sets off a chilling event that forces his father to revisit his dark past and confront a brutal truth."
190763,"The Singh family comprises of Shamsher his step-son Sikandar, twins Suraj and Sanjana. They run a business of illegal arms and trade with the help of their friend Yash. Things get dramatic when Jessica meets Sikandar and the family ties are strained under each character\xe2\x80\x99s ulterior motives."
190765,Sanju explores some of the most crucial chapters from movie star Sanjay Dutt\xe2\x80\x99s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.
125231,"Koichi and Atsumi are lovers who have known each other all their lives. A year ago, however, a suicide attempt by Atsumi left her in a coma. Through \'sensing\', a type of neurosurgical procedure allowing contact with the intentional aspect of a comatose patient\'s mind, Koishi tries to find out why Atsumi tried to kill herself, and to bring her back to consciousness. He enters her subconscious, and is told to find a picture of a plesiosaur she drew when she was a child. It turns out that a childhood incident buried in their past will bring their minds together."
190769,A vengeful man embarks on a murderous rampage after the kidnapping of a 7-year-old girl.
125233,"A new family moves into the house next door to the Valentine family. While they become fast friends, Emilie Valentine starts to notice bruises and odd behavior from the two sons in the new family. Are they victims of child abuse? Or are there twists and turns to finding out the real reason?"
125235,"The film chronicles the exploits of the title character, Charlie, played by Raymond J. Barry (Training Day) a career criminal intent on scoring one last big pay day. When his ""perfect crime"" goes bad, Charlie flees to Los Angeles to hide out with his estranged son, Danny, played by Michael Weatherly. What ensues reveals the true nature of some of the most unsavory of characters."
190775,A former police officer goes under cover in the mafia.
59705,"Manu arrives in Paris, in the early days of AIDS, at the beginning of the 1980s. He strikes up a friendship with Adrien, a wealthy doctor in his early fifties, who introduces him to Sarah and Mehdi, a young couple."
